QR Clasification,Origin,DPOw,Object,Field,Secondary Object,Secondary Field,Drive configs,ID Rule,Type of Rule,Rule description,Request Date,Implantation Type,Status,Comments,Delivery Date,Conf SDM - Components Name,TEAM,STATUS DEVELOPMENT,version  FINISHED,DEFINITION PERIOD,CATALOG,"Is Critical 
(True/False)",Parameters,Url conf,Url Extralibs
MVP DQ MODELLING,Stock,DPOw Client Solutions,t_kctd_event_information,gf_start_app_appsflyer_sdk_id,,,  ,GL_MVP_t_kctd_event_information_3.1_001,3.1-Checking the null data value (NULL or empty value),The field gf_start_app_appsflyer_sdk_id from the object t_kctd_event_information must be informed,,Local,DELIVERED, ,30/09/2024,KCTD_event-information_MRField.conf,CLIENT SOLUTIONS,FINISHED,15.0.4,3Q24,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kctd_hamm/15.0.4/hammurabi/confs/master/kctd/KCTD_event-information_MRField.conf,
MVP DQ MODELLING,Stock,DPOw Client Solutions,t_kctd_event_information,gf_source_name_id,,,  ,GL_MVP_t_kctd_event_information_3.1_002,3.1-Checking the null data value (NULL or empty value),The field gf_source_name_id from the object t_kctd_event_information must be informed,,Local,DELIVERED, ,30/09/2024,KCTD_event-information_MRField.conf,CLIENT SOLUTIONS,FINISHED,15.0.4,3Q24,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kctd_hamm/15.0.4/hammurabi/confs/master/kctd/KCTD_event-information_MRField.conf,
MVP DQ MODELLING,Stock,DPOw Client Solutions,t_kctd_event_information,g_event_name,,,  ,GL_MVP_t_kctd_event_information_3.2_000,3.2-Checking the format of the field (Data type and format),The data value complies with the required format: ALPHANUMERIC(80),,Local,DELIVERED, ,30/09/2024,KCTD_event-information_MRField.conf,CLIENT SOLUTIONS,FINISHED,15.0.4,3Q24,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kctd_hamm/15.0.4/hammurabi/confs/master/kctd/KCTD_event-information_MRField.conf,
MVP DQ MODELLING,Stock,DPOw Client Solutions,t_kctd_event_information,gf_start_app_appsflyer_sdk_id,,,  ,GL_MVP_t_kctd_event_information_3.2_001,3.2-Checking the format of the field (Data type and format),The data value complies with the required format: ALPHANUMERIC(60),,Local,DELIVERED, ,30/09/2024,KCTD_event-information_MRField.conf,CLIENT SOLUTIONS,FINISHED,15.0.4,3Q24,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kctd_hamm/15.0.4/hammurabi/confs/master/kctd/KCTD_event-information_MRField.conf,
MVP DQ MODELLING,Stock,DPOw Client Solutions,t_kctd_event_information,gf_source_name_id,,,  ,GL_MVP_t_kctd_event_information_3.2_002,3.2-Checking the format of the field (Data type and format),The data value complies with the required format: ALPHANUMERIC(256),,Local,DELIVERED, ,30/09/2024,KCTD_event-information_MRField.conf,CLIENT SOLUTIONS,FINISHED,15.0.4,3Q24,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kctd_hamm/15.0.4/hammurabi/confs/master/kctd/KCTD_event-information_MRField.conf,
MVP DQ MODELLING,Stock,DPOw Client Solutions,t_kctd_event_information,"gf_cutoff_date
gf_event_date
g_event_name
gf_start_app_appsflyer_sdk_id
",,,  ,GL_STR_t_kctd_event_information_4.2_000,4.2-Duplication of records for the same data (Duplicates),"The Table does not contain duplicates in its Primary Key formed by 
gf_cutoff_date
gf_event_date
g_event_name
gf_start_app_appsflyer_sdk_id
",,Local,DELIVERED, ,30/09/2024,KCTD_event-information_MRField.conf,CLIENT SOLUTIONS,FINISHED,15.0.4,3Q24,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kctd_hamm/15.0.4/hammurabi/confs/master/kctd/KCTD_event-information_MRField.conf,
MVP DQ MODELLING,Stock,DPOw Client Solutions,t_kctd_postback,g_event_name,,,  ,GL_MVP_t_kctd_postback_3.1_000,3.1-Checking the null data value (NULL or empty value),The field g_event_name from the object t_kctd_postback must be informed,,Local,DELIVERED, ,30/09/2024,KCTD_postback_MRField.conf,CLIENT SOLUTIONS,FINISHED,15.0.4,3Q24,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kctd_hamm/15.0.4/hammurabi/confs/master/kctd/KCTD_postback_MRField.conf,
MVP DQ MODELLING,Stock,DPOw Client Solutions,t_kctd_postback,gf_start_app_appsflyer_sdk_id,,,  ,GL_MVP_t_kctd_postback_3.1_001,3.1-Checking the null data value (NULL or empty value),The field gf_start_app_appsflyer_sdk_id from the object t_kctd_postback must be informed,,Local,DELIVERED, ,30/09/2024,KCTD_postback_MRField.conf,CLIENT SOLUTIONS,FINISHED,15.0.4,3Q24,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kctd_hamm/15.0.4/hammurabi/confs/master/kctd/KCTD_postback_MRField.conf,
MVP DQ MODELLING,Stock,DPOw Client Solutions,t_kctd_postback,gf_source_name_id,,,  ,GL_MVP_t_kctd_postback_3.1_002,3.1-Checking the null data value (NULL or empty value),The field gf_source_name_id from the object t_kctd_postback must be informed,,Local,DELIVERED, ,30/09/2024,KCTD_postback_MRField.conf,CLIENT SOLUTIONS,FINISHED,15.0.4,3Q24,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kctd_hamm/15.0.4/hammurabi/confs/master/kctd/KCTD_postback_MRField.conf,
MVP DQ MODELLING,Stock,DPOw Client Solutions,t_kctd_postback,g_event_name,,,  ,GL_MVP_t_kctd_postback_3.2_000,3.2-Checking the format of the field (Data type and format),The data value complies with the required format: ALPHANUMERIC(80),,Local,DELIVERED, ,30/09/2024,KCTD_postback_MRField.conf,CLIENT SOLUTIONS,FINISHED,15.0.4,3Q24,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kctd_hamm/15.0.4/hammurabi/confs/master/kctd/KCTD_postback_MRField.conf,
MVP DQ MODELLING,Stock,DPOw Client Solutions,t_kctd_postback,gf_start_app_appsflyer_sdk_id,,,  ,GL_MVP_t_kctd_postback_3.2_001,3.2-Checking the format of the field (Data type and format),The data value complies with the required format: ALPHANUMERIC(60),,Local,DELIVERED, ,30/09/2024,KCTD_postback_MRField.conf,CLIENT SOLUTIONS,FINISHED,15.0.4,3Q24,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kctd_hamm/15.0.4/hammurabi/confs/master/kctd/KCTD_postback_MRField.conf,
MVP DQ MODELLING,Stock,DPOw Client Solutions,t_kctd_postback,gf_source_name_id,,,  ,GL_MVP_t_kctd_postback_3.2_002,3.2-Checking the format of the field (Data type and format),The data value complies with the required format: ALPHANUMERIC(256),,Local,DELIVERED, ,30/09/2024,KCTD_postback_MRField.conf,CLIENT SOLUTIONS,FINISHED,15.0.4,3Q24,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kctd_hamm/15.0.4/hammurabi/confs/master/kctd/KCTD_postback_MRField.conf,
MVP DQ MODELLING,Stock,DPOw Client Solutions,t_kctd_postback,"gf_cutoff_date
gf_event_date
g_event_name
gf_start_app_appsflyer_sdk_id
",,,  ,GL_STR_t_kctd_postback_4.2_000,4.2-Duplication of records for the same data (Duplicates),"The Table does not contain duplicates in its Primary Key formed by 
gf_cutoff_date
gf_event_date
g_event_name
gf_start_app_appsflyer_sdk_id
",,Local,DELIVERED, ,30/09/2024,KCTD_postback_MRField.conf,CLIENT SOLUTIONS,FINISHED,15.0.4,3Q24,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kctd_hamm/15.0.4/hammurabi/confs/master/kctd/KCTD_postback_MRField.conf,
MVP DQ MODELLING,Stock,DPOw Client Solutions,t_kctd_attributions,g_event_name,,,  ,GL_MVP_t_kctd_attributions_3.1_000,3.1-Checking the null data value (NULL or empty value),The field g_event_name from the object t_kctd_attributions must be informed,,Local,DELIVERED, ,30/09/2024,KCTD_attributions_MRField.conf,CLIENT SOLUTIONS,FINISHED,15.0.4,3Q24,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kctd_hamm/15.0.4/hammurabi/confs/master/kctd/KCTD_attributions_MRField.conf,
MVP DQ MODELLING,Stock,DPOw Client Solutions,t_kctd_attributions,gf_start_app_appsflyer_sdk_id,,,  ,GL_MVP_t_kctd_attributions_3.1_001,3.1-Checking the null data value (NULL or empty value),The field gf_start_app_appsflyer_sdk_id from the object t_kctd_attributions must be informed,,Local,DELIVERED, ,30/09/2024,KCTD_attributions_MRField.conf,CLIENT SOLUTIONS,FINISHED,15.0.4,3Q24,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kctd_hamm/15.0.4/hammurabi/confs/master/kctd/KCTD_attributions_MRField.conf,
MVP DQ MODELLING,Stock,DPOw Client Solutions,t_kctd_attributions,gf_source_name_id,,,  ,GL_MVP_t_kctd_attributions_3.1_002,3.1-Checking the null data value (NULL or empty value),The field gf_source_name_id from the object t_kctd_attributions must be informed,,Local,DELIVERED, ,30/09/2024,KCTD_attributions_MRField.conf,CLIENT SOLUTIONS,FINISHED,15.0.4,3Q24,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kctd_hamm/15.0.4/hammurabi/confs/master/kctd/KCTD_attributions_MRField.conf,
MVP DQ MODELLING,Stock,DPOw Client Solutions,t_kctd_attributions,g_event_name,,,  ,GL_MVP_t_kctd_attributions_3.2_000,3.2-Checking the format of the field (Data type and format),The data value complies with the required format: ALPHANUMERIC(80),,Local,DELIVERED, ,30/09/2024,KCTD_attributions_MRField.conf,CLIENT SOLUTIONS,FINISHED,15.0.4,3Q24,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kctd_hamm/15.0.4/hammurabi/confs/master/kctd/KCTD_attributions_MRField.conf,
MVP DQ MODELLING,Stock,DPOw Client Solutions,t_kctd_attributions,gf_start_app_appsflyer_sdk_id,,,  ,GL_MVP_t_kctd_attributions_3.2_001,3.2-Checking the format of the field (Data type and format),The data value complies with the required format: ALPHANUMERIC(60),,Local,DELIVERED, ,30/09/2024,KCTD_attributions_MRField.conf,CLIENT SOLUTIONS,FINISHED,15.0.4,3Q24,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kctd_hamm/15.0.4/hammurabi/confs/master/kctd/KCTD_attributions_MRField.conf,
MVP DQ MODELLING,Stock,DPOw Client Solutions,t_kctd_attributions,gf_source_name_id,,,  ,GL_MVP_t_kctd_attributions_3.2_002,3.2-Checking the format of the field (Data type and format),The data value complies with the required format: ALPHANUMERIC(256),,Local,DELIVERED, ,30/09/2024,KCTD_attributions_MRField.conf,CLIENT SOLUTIONS,FINISHED,15.0.4,3Q24,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kctd_hamm/15.0.4/hammurabi/confs/master/kctd/KCTD_attributions_MRField.conf,
MVP DQ MODELLING,Stock,DPOw Client Solutions,t_kctd_attributions,g_event_type,,,  ,284969269f,3.5-Checking the value of the data in the catalog (Value against catalog),"This field must have one of the values ​​recorded in your catalog
C714",,Local,DELIVERED, ,06/11/2024,KCTD_attributions_MRField.conf,CLIENT SOLUTIONS,FINISHED,15.1.0,3Q24,C714,FALSE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kctd_hamm/15.1.0/hammurabi/confs/master/kctd/KCTD_attributions_MRField.conf,
MVP DQ MODELLING,Stock,DPOw Client Solutions,t_kctd_attributions,g_anlyt_pltfm_cnv_type,,,  ,2849692761,3.5-Checking the value of the data in the catalog (Value against catalog),"This field must have one of the values ​​recorded in your catalog
D973",,Local,DELIVERED, ,06/11/2024,KCTD_attributions_MRField.conf,CLIENT SOLUTIONS,FINISHED,15.1.0,3Q24,D973,FALSE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kctd_hamm/15.1.0/hammurabi/confs/master/kctd/KCTD_attributions_MRField.conf,
MVP DQ MODELLING,Stock,DPOw Client Solutions,t_kctd_attributions,gf_first_atrb_event_ind_type,,,  ,2849692811,3.5-Checking the value of the data in the catalog (Value against catalog),"This field must have one of the values ​​recorded in your catalog
Y/N",,Local,DELIVERED, ,06/11/2024,KCTD_attributions_MRField.conf,CLIENT SOLUTIONS,FINISHED,15.1.0,3Q24,Y/N,FALSE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kctd_hamm/15.1.0/hammurabi/confs/master/kctd/KCTD_attributions_MRField.conf,
MVP DQ MODELLING,Stock,DPOw Client Solutions,t_kctd_attributions,"gf_cutoff_date
gf_event_date
g_event_name
gf_start_app_appsflyer_sdk_id
",,,  ,GL_STR_t_kctd_attributions_4.2_000,4.2-Duplication of records for the same data (Duplicates),"The Table does not contain duplicates in its Primary Key formed by 
gf_cutoff_date
gf_event_date
g_event_name
gf_start_app_appsflyer_sdk_id
",,Local,DELIVERED, ,30/09/2024,KCTD_attributions_MRField.conf,CLIENT SOLUTIONS,FINISHED,15.0.4,3Q24,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kctd_hamm/15.0.4/hammurabi/confs/master/kctd/KCTD_attributions_MRField.conf,
MVP DQ MODELLING,Stock,DPOw Client Solutions,t_kctd_device_information,gf_start_app_appsflyer_sdk_id,,,  ,GL_MVP_t_kctd_device_information_3.1_000,3.1-Checking the null data value (NULL or empty value),The field gf_start_app_appsflyer_sdk_id from the object t_kctd_device_information must be informed,,Local,DELIVERED, ,30/09/2024,KCTD_device-information_MRField.conf,CLIENT SOLUTIONS,FINISHED,15.0.4,3Q24,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kctd_hamm/15.0.4/hammurabi/confs/master/kctd/KCTD_device-information_MRField.conf,
MVP DQ MODELLING,Stock,DPOw Client Solutions,t_kctd_device_information,g_event_name,,,  ,GL_MVP_t_kctd_device_information_3.1_001,3.1-Checking the null data value (NULL or empty value),The field g_event_name from the object t_kctd_device_information must be informed,,Local,DELIVERED, ,30/09/2024,KCTD_device-information_MRField.conf,CLIENT SOLUTIONS,FINISHED,15.0.4,3Q24,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kctd_hamm/15.0.4/hammurabi/confs/master/kctd/KCTD_device-information_MRField.conf,
MVP DQ MODELLING,Stock,DPOw Client Solutions,t_kctd_device_information,gf_source_name_id,,,  ,GL_MVP_t_kctd_device_information_3.1_002,3.1-Checking the null data value (NULL or empty value),The field gf_source_name_id from the object t_kctd_device_information must be informed,,Local,DELIVERED, ,30/09/2024,KCTD_device-information_MRField.conf,CLIENT SOLUTIONS,FINISHED,15.0.4,3Q24,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kctd_hamm/15.0.4/hammurabi/confs/master/kctd/KCTD_device-information_MRField.conf,
MVP DQ MODELLING,Stock,DPOw Client Solutions,t_kctd_device_information,gf_start_app_appsflyer_sdk_id,,,  ,GL_MVP_t_kctd_device_information_3.2_000,3.2-Checking the format of the field (Data type and format),The data value complies with the required format: ALPHANUMERIC(60),,Local,DELIVERED, ,30/09/2024,KCTD_device-information_MRField.conf,CLIENT SOLUTIONS,FINISHED,15.0.4,3Q24,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kctd_hamm/15.0.4/hammurabi/confs/master/kctd/KCTD_device-information_MRField.conf,
MVP DQ MODELLING,Stock,DPOw Client Solutions,t_kctd_device_information,g_event_name,,,  ,GL_MVP_t_kctd_device_information_3.2_001,3.2-Checking the format of the field (Data type and format),The data value complies with the required format: ALPHANUMERIC(80),,Local,DELIVERED, ,30/09/2024,KCTD_device-information_MRField.conf,CLIENT SOLUTIONS,FINISHED,15.0.4,3Q24,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kctd_hamm/15.0.4/hammurabi/confs/master/kctd/KCTD_device-information_MRField.conf,
MVP DQ MODELLING,Stock,DPOw Client Solutions,t_kctd_device_information,gf_source_name_id,,,  ,GL_MVP_t_kctd_device_information_3.2_002,3.2-Checking the format of the field (Data type and format),The data value complies with the required format: ALPHANUMERIC(256),,Local,DELIVERED, ,30/09/2024,KCTD_device-information_MRField.conf,CLIENT SOLUTIONS,FINISHED,15.0.4,3Q24,N/A,TRUE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kctd_hamm/15.0.4/hammurabi/confs/master/kctd/KCTD_device-information_MRField.conf,
MVP DQ MODELLING,Stock,DPOw Client Solutions,t_kctd_device_information,gf_app_downl_wifi_ind_type,,,  ,28496928c8,3.5-Checking the value of the data in the catalog (Value against catalog),"This field must have one of the values ​​recorded in your catalog
Y/N",,Local,DELIVERED, ,06/11/2024,KCTD_device-information_MRField.conf,CLIENT SOLUTIONS,FINISHED,15.1.0,3Q24,Y/N,FALSE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kctd_hamm/15.1.0/hammurabi/confs/master/kctd/KCTD_device-information_MRField.conf,
MVP DQ MODELLING,Stock,DPOw Client Solutions,t_kctd_device_information,g_access_device_type,,,  ,2849692978,3.5-Checking the value of the data in the catalog (Value against catalog),"This field must have one of the values ​​recorded in your catalog
D882",,Local,DELIVERED, ,06/11/2024,KCTD_device-information_MRField.conf,CLIENT SOLUTIONS,FINISHED,15.1.0,3Q24,D882,FALSE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kctd_hamm/15.1.0/hammurabi/confs/master/kctd/KCTD_device-information_MRField.conf,
MVP DQ MODELLING,Stock,DPOw Client Solutions,t_kctd_device_information,g_person_role_type,,,  ,2849692a38,3.5-Checking the value of the data in the catalog (Value against catalog),"This field must have one of the values ​​recorded in your catalog
C529",,Local,DELIVERED, ,06/11/2024,KCTD_device-information_MRField.conf,CLIENT SOLUTIONS,FINISHED,15.1.0,3Q24,C529,FALSE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kctd_hamm/15.1.0/hammurabi/confs/master/kctd/KCTD_device-information_MRField.conf,
MVP DQ MODELLING,Stock,DPOw Client Solutions,t_kctd_device_information,gf_reinstl_downl_ind_type,,,  ,2849692aeb,3.5-Checking the value of the data in the catalog (Value against catalog),"This field must have one of the values ​​recorded in your catalog
Y/N",,Local,DELIVERED, ,06/11/2024,KCTD_device-information_MRField.conf,CLIENT SOLUTIONS,FINISHED,15.1.0,3Q24,Y/N,FALSE,CUTOFF_DATE: Date of the data,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/kctd_hamm/15.1.0/hammurabi/confs/master/kctd/KCTD_device-information_MRField.conf,
